nombre,lat,lng,direccion,categoria,capa,mapa,lista,gf_nivel,certificado,web,telefono,gmaps_url
Urban Poke Bar - Tres Cantos,40.6192156,-3.7225001,,Poke,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Urban+Poke+Bar+-+Tres+Cantos/@40.6192156,-3.7225001,17z"
Urban Poke Bar - Valdemoro,40.1933379,-3.6898606,,Poke,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Urban+Poke+Bar+-+Valdemoro/@40.1933379,-3.6898606,17z"
Urban Poke Bar - Alicante,38.3458371,-0.4862798,,Poke,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Urban+Poke+Bar+-+Alicante/@38.3458371,-0.4862798,17z"
Urban Poke - Vallsur,41.6231516,-4.750948699999999,,Poke,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Urban+Poke+-+Vallsur/@41.6231516,-4.750948699999999,17z"
Urban Poke - Granada,37.1771185,-3.6024315,,Poke,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Urban+Poke+-+Granada/@37.1771185,-3.6024315,17z"
Somni Restaurante,39.4818904,-0.4020507,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Somni+Restaurante/@39.4818904,-0.4020507,17z"
Alium | Restaurante Gluten Free,42.2317571,-8.7158254,,"Mediterránea, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Alium+%7C+Restaurante+Gluten+Free/@42.2317571,-8.7158254,17z"
Bar El Globo | Diputación,43.2619801,-2.9326962,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+El+Globo+%7C+Diputaci%C3%B3n/@43.2619801,-2.9326962,17z"
La Matería café gluten free,40.4263219,-3.7041007,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Mater%C3%ADa+caf%C3%A9+gluten+free/@40.4263219,-3.7041007,17z"
PUDL Cookies Madrid,40.4267896,-3.6735782,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/PUDL+Cookies+Madrid/@40.4267896,-3.6735782,17z"
Macadamia Obrador,38.9641294,-0.1844618,,"Pastelería, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Macadamia+Obrador/@38.9641294,-0.1844618,17z"
La Perdiz,39.4246652,-0.7901535000000001,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Perdiz/@39.4246652,-0.7901535000000001,17z"
Kobe - Restaurante Sushi,41.4056972,2.1616371,,"Sushi, japonesa",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Kobe+-+Restaurante+Sushi/@41.4056972,2.1616371,17z"
Tapas 3.0,40.9636852,-5.6644226,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Tapas+3.0/@40.9636852,-5.6644226,17z"
Restaurante Kúpula Salamanca,40.9590708,-5.664244999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+K%C3%BApula+Salamanca/@40.9590708,-5.664244999999999,17z"
Fleca Alba,41.6132637,0.6186163,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Fleca+Alba/@41.6132637,0.6186163,17z"
Coffee Spoon,41.623712,0.6209122,,"Desayuno, pastelería",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Coffee+Spoon/@41.623712,0.6209122,17z"
Viena La Copa D'Or,41.6062455,0.6320271,,"Take Away, pizza, burger, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Viena+La+Copa+D%27Or/@41.6062455,0.6320271,17z"
Brasserie Lafayette,40.4410668,-3.6806535,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Brasserie+Lafayette/@40.4410668,-3.6806535,17z"
Restaurante Lapizza+Sana,40.4579251,-3.6246165,,Pizza,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Lapizza%2BSana/@40.4579251,-3.6246165,17z"
Antonia's Burger Gluten Free,41.3867683,2.1567236,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Antonia%27s+Burger+Gluten+Free/@41.3867683,2.1567236,17z"
Anauco Burger,41.4019733,2.1760741,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Anauco+Burger/@41.4019733,2.1760741,17z"
La Vespa Burger Bar,41.4019854,2.1571721,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Vespa+Burger+Bar/@41.4019854,2.1571721,17z"
TRÓPICO Brunch Barcelona,41.3878512,2.1650035,,"Desayuno, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/TR%C3%93PICO+Brunch+Barcelona/@41.3878512,2.1650035,17z"
El Viajero del Merkao,36.530012,-6.298756999999999,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Viajero+del+Merkao/@36.530012,-6.298756999999999,17z"
Restaurante Come ve y Dile,36.8622056,-5.1736182,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Come+ve+y+Dile/@36.8622056,-5.1736182,17z"
Arrocería La Pepa,36.5021364,-6.2752591,,"Local, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Arrocer%C3%ADa+La+Pepa/@36.5021364,-6.2752591,17z"
CasaTino & Sinónimo,36.5312628,-6.3020029,,"Tapas, vegana, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/CasaTino+%26+Sin%C3%B3nimo/@36.5312628,-6.3020029,17z"
El Faro de Cádiz,36.5287499,-6.303884699999999,,Local,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Faro+de+C%C3%A1diz/@36.5287499,-6.303884699999999,17z"
La Cachorra Perdida,36.2749508,-6.0876313,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Cachorra+Perdida/@36.2749508,-6.0876313,17z"
Restaurante La Sartén,36.368379,-6.180434,,"Local, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+Sart%C3%A9n/@36.368379,-6.180434,17z"
La Komuna - Latin Street Food,36.4161651,-6.155850699999999,,Latina,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Komuna+-+Latin+Street+Food/@36.4161651,-6.155850699999999,17z"
Le Club La Barrosa,36.3685578,-6.1792107,,Saludable,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Le+Club+La+Barrosa/@36.3685578,-6.1792107,17z"
Heladería Cafetería Carapino,36.371552,-6.1817101,,Heladería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Helader%C3%ADa+Cafeter%C3%ADa+Carapino/@36.371552,-6.1817101,17z"
Pizzería Eufratelli,36.3796131,-6.179215999999999,,Pizza,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzer%C3%ADa+Eufratelli/@36.3796131,-6.179215999999999,17z"
Erizo Gastrobar,36.3687996,-6.1725466,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Erizo+Gastrobar/@36.3687996,-6.1725466,17z"
Moi's Málaga,36.7437915,-4.4223767,,"Mediterránea, burger",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Moi%27s+M%C3%A1laga/@36.7437915,-4.4223767,17z"
Tutto Bene Fuengirola,36.5390101,-4.6222714,,Italiana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Tutto+Bene+Fuengirola/@36.5390101,-4.6222714,17z"
Chiringuito El Lotero,36.5688773,-4.593817899999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Chiringuito+El+Lotero/@36.5688773,-4.593817899999999,17z"
Mesón Salvador,36.5544453,-4.6140211,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Mes%C3%B3n+Salvador/@36.5544453,-4.6140211,17z"
Bodega Las Botas,36.8409341,-2.4643746,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bodega+Las+Botas/@36.8409341,-2.4643746,17z"
Restaurante El Cable Inglés,36.8306001,-2.4549509,,"Tapas, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+El+Cable+Ingl%C3%A9s/@36.8306001,-2.4549509,17z"
Goleta 55,36.8371105,-2.4397025,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Goleta+55/@36.8371105,-2.4397025,17z"
Restaurante Gastrobar Pit's,40.0693667,-2.1361776,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Gastrobar+Pit%27s/@40.0693667,-2.1361776,17z"
Restaurante La Terraza,40.0729789,-2.1359248,,"Mediterránea, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+Terraza/@40.0729789,-2.1359248,17z"
Pizzería Siglo XXI,40.058969,-2.1413013,,"Italiana, pizza",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzer%C3%ADa+Siglo+XXI/@40.058969,-2.1413013,17z"
Restaurante Recreo Peral,40.0794465,-2.1326955,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Recreo+Peral/@40.0794465,-2.1326955,17z"
Restaurante Eustaquio Blanco,39.4698664,-6.383556,,"Mediterránea, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Eustaquio+Blanco/@39.4698664,-6.383556,17z"
Tapería 8º Arte,39.4756323,-6.372324799999999,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Taper%C3%ADa+8%C2%BA+Arte/@39.4756323,-6.372324799999999,17z"
Restaurante Gredos,40.0296222,-6.0899496,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Gredos/@40.0296222,-6.0899496,17z"
La Cantinetta,42.8086356,-1.650802,,"Italiana, pizza",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Cantinetta/@42.8086356,-1.650802,17z"
Bar Las Kubas,41.645796,-4.7264057,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Las+Kubas/@41.645796,-4.7264057,17z"
Deleite Sevilla,37.3875329,-5.980620999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Deleite+Sevilla/@37.3875329,-5.980620999999999,17z"
Jaleo Matarrubilla,37.4121236,-6.0719352,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Jaleo+Matarrubilla/@37.4121236,-6.0719352,17z"
Munda,37.8840752,-4.777309900000001,,"Mediterránea, pizza, burger",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Munda/@37.8840752,-4.777309900000001,17z"
Pizzaiolo & Co,37.9041481,-4.7905478,,"Italiana, pizza",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzaiolo+%26+Co/@37.9041481,-4.7905478,17z"
Mostaza Green Burger,37.1755123,-3.6014251,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Mostaza+Green+Burger/@37.1755123,-3.6014251,17z"
Restaurante El Nopal,37.1723771,-3.6045388,,Mexicana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+El+Nopal/@37.1723771,-3.6045388,17z"
La Latina Restaurante,38.2684663,-0.6955530999999999,,Latina,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Latina+Restaurante/@38.2684663,-0.6955530999999999,17z"
Monumental Restaurant Elche,38.2662926,-0.6973699000000001,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Monumental+Restaurant+Elche/@38.2662926,-0.6973699000000001,17z"
Restaurante El Granero,38.2712436,-0.6875142,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+El+Granero/@38.2712436,-0.6875142,17z"
La Mejillonera,38.53656400000001,-0.1301013,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Mejillonera/@38.53656400000001,-0.1301013,17z"
Restaurante Casa Vital,38.5995873,-0.050365,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Casa+Vital/@38.5995873,-0.050365,17z"
Restaurante La Fosa Arrocería,38.6493359,0.076665,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+Fosa+Arrocer%C3%ADa/@38.6493359,0.076665,17z"
El Cantonet Restaurante - Arrocería,38.6410558,0.0674428,,"Tapas, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Cantonet+Restaurante+-+Arrocer%C3%ADa/@38.6410558,0.0674428,17z"
La Gastrobottega di Giuseppe,38.6436661,0.0511421,,Italiana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Gastrobottega+di+Giuseppe/@38.6436661,0.0511421,17z"
El Cantal Restaurante,38.6402327,0.0687636,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Cantal+Restaurante/@38.6402327,0.0687636,17z"
Restaurante Pepe y Estrella,38.7880593,0.1820692,,"Tapas, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Pepe+y+Estrella/@38.7880593,0.1820692,17z"
El Charro Negro,37.976236,-0.6800090999999999,,Mexicana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Charro+Negro/@37.976236,-0.6800090999999999,17z"
Bar Restaurante las Cañas,37.9778223,-0.6862843,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Restaurante+las+Ca%C3%B1as/@37.9778223,-0.6862843,17z"
Restaurante Lugano | Santa Pola,38.1913168,-0.5628391,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Lugano+%7C+Santa+Pola/@38.1913168,-0.5628391,17z"
Restaurante La Sal,38.1908986,-0.5624661,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+Sal/@38.1908986,-0.5624661,17z"
La Sidrería de Santa Pola,38.1918198,-0.5540906999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Sidrer%C3%ADa+de+Santa+Pola/@38.1918198,-0.5540906999999999,17z"
Restaurante El Pony,37.8990861,-0.7516263,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+El+Pony/@37.8990861,-0.7516263,17z"
El Mosset Dénia,38.8354311,0.1078841,,"Tapas, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Mosset+D%C3%A9nia/@38.8354311,0.1078841,17z"
Tasca Eulalia,38.8411222,0.1105717,,"Mediterránea, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Tasca+Eulalia/@38.8411222,0.1105717,17z"
La Vecchia Roma,38.8416977,0.1083798,,"Italiana, pizza",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Vecchia+Roma/@38.8416977,0.1083798,17z"
Restaurante Aguamarina,40.3589224,0.405045,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Aguamarina/@40.3589224,0.405045,17z"
La Mar Salá,40.3588713,0.4057249,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Mar+Sal%C3%A1/@40.3588713,0.4057249,17z"
Cervecería Gambrinus,39.9794032,-0.0624424,,"Mediterránea, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cervecer%C3%ADa+Gambrinus/@39.9794032,-0.0624424,17z"
Playachica,40.0376224,0.0508504,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Playachica/@40.0376224,0.0508504,17z"
RAMÉ CAFETERÍA,38.9732479,-0.1416745,,"Pastelería, desayuno",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/RAM%C3%89+CAFETER%C3%8DA/@38.9732479,-0.1416745,17z"
Casa Salvador Restaurant,39.1306818,-0.2351783,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Casa+Salvador+Restaurant/@39.1306818,-0.2351783,17z"
Cafetería Alcalá,39.1648082,-0.2452765,,"Mediterránea, desayuno",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cafeter%C3%ADa+Alcal%C3%A1/@39.1648082,-0.2452765,17z"
New York Dinner,43.25701189999999,-2.9501914,,Americana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/New+York+Dinner/@43.25701189999999,-2.9501914,17z"
Baden Baden,43.2643095,-2.942277,,"Mediterránea, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Baden+Baden/@43.2643095,-2.942277,17z"
Restaurante Igeldo,43.3231113,-1.9895844,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Igeldo/@43.3231113,-1.9895844,17z"
Gatrobar El Chancho,42.8421926,-2.6843756,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Gatrobar+El+Chancho/@42.8421926,-2.6843756,17z"
Cafetería Capitol,43.483352,-8.225171,,"Pastelería, desayuno, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cafeter%C3%ADa+Capitol/@43.483352,-8.225171,17z"
O Café da Vaca,43.4841628,-8.2298903,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/O+Caf%C3%A9+da+Vaca/@43.4841628,-8.2298903,17z"
Pizzería El Cantegril,43.4801718,-8.241489999999999,,"Take away, latina, italiana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzer%C3%ADa+El+Cantegril/@43.4801718,-8.241489999999999,17z"
Mesón O Bo Paadal,43.4958282,-8.2581164,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Mes%C3%B3n+O+Bo+Paadal/@43.4958282,-8.2581164,17z"
ClemCafé,42.8815912,-8.535583599999999,,"Pastelería, mediterránea, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/ClemCaf%C3%A9/@42.8815912,-8.535583599999999,17z"
Restaurante Le Coq Santiago,42.8712928,-8.5501247,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Le+Coq+Santiago/@42.8712928,-8.5501247,17z"
La Bodeguilla de San Lázaro,42.886241,-8.513751,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Bodeguilla+de+San+L%C3%A1zaro/@42.886241,-8.513751,17z"
Pan Para Todos,42.2192104,-8.734056899999999,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pan+Para+Todos/@42.2192104,-8.734056899999999,17z"
Detapaencepa,42.23390089999999,-8.7211751,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Detapaencepa/@42.23390089999999,-8.7211751,17z"
O Lar de Pereiras,42.44573099999999,-8.7935354,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/O+Lar+de+Pereiras/@42.44573099999999,-8.7935354,17z"
Thelma,42.5153151,-8.8141395,,"Desayuno, vegana, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Thelma/@42.5153151,-8.8141395,17z"
Italia Café & Restaurant - Pizzeria Cambados,42.5123177,-8.815106199999999,,"Piza, mediterránea, italiana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Italia+Caf%C3%A9+%26+Restaurant+-+Pizzeria+Cambados/@42.5123177,-8.815106199999999,17z"
Marisquería Mesón do Mar,42.4942643,-8.8619864,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Marisquer%C3%ADa+Mes%C3%B3n+do+Mar/@42.4942643,-8.8619864,17z"
Restaurante Beiramar,42.4954202,-8.8624478,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Beiramar/@42.4954202,-8.8624478,17z"
Mesón A Laxa ,43.0150319,-7.5658715,,"Local, mediterránea, asiática, italiana, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Mes%C3%B3n+A+Laxa+/@43.0150319,-7.5658715,17z"
Sidrería Nava,43.5301967,-5.6650307,,"Mediterránea, local",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sidrer%C3%ADa+Nava/@43.5301967,-5.6650307,17z"
El Restallu,43.5374235,-5.6663827,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Restallu/@43.5374235,-5.6663827,17z"
Cervecería Vor,43.5352539,-5.6656466,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cervecer%C3%ADa+Vor/@43.5352539,-5.6656466,17z"
Sidrería El Gato Negro,43.3606,-5.8437,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sidrer%C3%ADa+El+Gato+Negro/@43.3606,-5.8437,17z"
Octopus | Girona,41.9765522,2.8206187,,"Take away, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Octopus+%7C+Girona/@41.9765522,2.8206187,17z"
Pizzería Tot Pizza,41.8128324,3.0628261,,Pizza,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzer%C3%ADa+Tot+Pizza/@41.8128324,3.0628261,17z"
El Recreo Burger,42.0123831,-4.5341464,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Recreo+Burger/@42.0123831,-4.5341464,17z"
Crepería Don Creps,42.020313,-4.5299724,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Creper%C3%ADa+Don+Creps/@42.020313,-4.5299724,17z"
Restaurante Siglodoce,40.6561345,-4.6971429,,"Tapas, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Siglodoce/@40.6561345,-4.6971429,17z"
Restaurante La Bruja,40.65409990000001,-4.6999301,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+Bruja/@40.65409990000001,-4.6999301,17z"
La Trasta,42.593634,-5.5694191,,"Mediterránea, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Trasta/@42.593634,-5.5694191,17z"
Portillo - Cocina a traición,41.5099241,-5.740355699999999,,"Asiática, japonesa, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Portillo+-+Cocina+a+traici%C3%B3n/@41.5099241,-5.740355699999999,17z"
Capitol Zamora,41.5029975,-5.7453359,,"Mediterránea, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Capitol+Zamora/@41.5029975,-5.7453359,17z"
Crepería Lilot,41.7623981,-2.468388,,"Pastelería, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Creper%C3%ADa+Lilot/@41.7623981,-2.468388,17z"
Restaurante Garoa,41.7659015,-2.4717354,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Garoa/@41.7659015,-2.4717354,17z"
Tiramisú Lab,41.65350170000001,-4.7266457,,"Pastelería, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Tiramis%C3%BA+Lab/@41.65350170000001,-4.7266457,17z"
El Escudo de Paraíso,41.654691,-4.7215639,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Escudo+de+Para%C3%ADso/@41.654691,-4.7215639,17z"
El Racó,41.8448627,3.1287327,,"Pizza, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Rac%C3%B3/@41.8448627,3.1287327,17z"
Altamar,41.8464857,3.1284057,,"Mediterránea, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Altamar/@41.8464857,3.1284057,17z"
Cafetería l'Arc,41.7809276,3.0271529,,"Pastelería, take away, desayuno",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cafeter%C3%ADa+l%27Arc/@41.7809276,3.0271529,17z"
ANNNA,41.7815581,3.0275588,,"Desayuno, pastelería",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/ANNNA/@41.7815581,3.0275588,17z"
El Faro de Laredo,43.412106,-3.4120496,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Faro+de+Laredo/@43.412106,-3.4120496,17z"
Mexicano Miguelón,43.4121592,-3.4122118,,Mexicana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Mexicano+Miguel%C3%B3n/@43.4121592,-3.4122118,17z"
Pizzería Casa Nostra,41.6127135,2.6586468,,Pizza,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzer%C3%ADa+Casa+Nostra/@41.6127135,2.6586468,17z"
Kurkuma Indian Restaurant,41.6113169,2.6532474,,"India, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Kurkuma+Indian+Restaurant/@41.6113169,2.6532474,17z"
Gelatería Artesanal GIOTTO,41.6749827,2.7915777,,Heladería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Gelater%C3%ADa+Artesanal+GIOTTO/@41.6749827,2.7915777,17z"
Restaurant Celler Sant Antoni,41.67538090000001,2.7948662,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurant+Celler+Sant+Antoni/@41.67538090000001,2.7948662,17z"
Rostisseria Les Cabanyes,41.6754852,2.7945744,,"Take away, asador, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Rostisseria+Les+Cabanyes/@41.6754852,2.7945744,17z"
Salduba Panadería & Pastelería Estepona,36.4256313,-5.1513289,,"Pastelería, desayuno",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Salduba+Panader%C3%ADa+%26+Pasteler%C3%ADa+Estepona/@36.4256313,-5.1513289,17z"
Restaurante La Callejuela,36.617353,-6.3585005,,"Mediterránea, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+Callejuela/@36.617353,-6.3585005,17z"
Fuego Rota,36.6245085,-6.3714298,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Fuego+Rota/@36.6245085,-6.3714298,17z"
Bar Restaurante El Alambique ,36.6198901,-6.3617506,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Restaurante+El+Alambique+/@36.6198901,-6.3617506,17z"
Natura GastroArt,38.917066,-6.343784899999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Natura+GastroArt/@38.917066,-6.343784899999999,17z"
Brooklyn Burger,42.5676713,-0.5514193,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Brooklyn+Burger/@42.5676713,-0.5514193,17z"
Restaurante Biarritz,42.5704089,-0.5509727,,"Mediterránea, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Biarritz/@42.5704089,-0.5509727,17z"
Rompeolas Sidrería - Grill,43.4626768,-5.05704,,"Mediterránea, saludable, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Rompeolas+Sidrer%C3%ADa+-+Grill/@43.4626768,-5.05704,17z"
Llantares de Mar,43.4650992,-5.0583743,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Llantares+de+Mar/@43.4650992,-5.0583743,17z"
Restaurante Quince Nudos,43.4646759,-5.0663379,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Quince+Nudos/@43.4646759,-5.0663379,17z"
